Short Name,Long Name,Global ID
353,BG.Oost.808,1EcnkFUEX4Ghhefn8c677h
354,BG.Oost.810,1EcnkFUEX4Ghhefn8c677g
355,BG.Oost.812,1EcnkFUEX4Ghhefn8c677j
356,BG.Oost.813,1EcnkFUEX4Ghhefn8c677i
357,BG.Oost.814,1EcnkFUEX4Ghhefn8c677l
359,BG.Oost.830,1EcnkFUEX4Ghhefn8c677X
360,BG.Oost.842,1EcnkFUEX4Ghhefn8c677W
361,BG.Oost.843,1EcnkFUEX4Ghhefn8c677Z
362,BG.Oost.851,1EcnkFUEX4Ghhefn8c677Y
363,BG.Oost.852,1EcnkFUEX4Ghhefn8c677b
364,BG.Oost.853,1EcnkFUEX4Ghhefn8c677a
365,BG.Oost.854,1EcnkFUEX4Ghhefn8c677d
367,BG.Oost.856,1EcnkFUEX4Ghhefn8c676P
368,BG.Oost.859,1EcnkFUEX4Ghhefn8c676O
370,BG.Oost.862,1EcnkFUEX4Ghhefn8c676Q
372,BG.Oost.891,1EcnkFUEX4Ghhefn8c676S
373,BG.Oost.900,1EcnkFUEX4Ghhefn8c676V
374,BG.Oost.930,1EcnkFUEX4Ghhefn8c676U
375,BG.Oost.940,1EcnkFUEX4Ghhefn8c676H
376,BG.Oost.950,1EcnkFUEX4Ghhefn8c676G
377,BG.West 501,1EcnkFUEX4Ghhefn8c676J
378,BG.West.010,1EcnkFUEX4Ghhefn8c676I
379,BG.West.030,1EcnkFUEX4Ghhefn8c676L
380,BG.West.080,1EcnkFUEX4Ghhefn8c676K
381,BG.West.090,1EcnkFUEX4Ghhefn8c676N
382,BG.West.100,1EcnkFUEX4Ghhefn8c676M
383,BG.West.110,1EcnkFUEX4Ghhefn8c6769
384,BG.West.130,1EcnkFUEX4Ghhefn8c6768
386,BG.West.150,1EcnkFUEX4Ghhefn8c676A
387,BG.West.160,1EcnkFUEX4Ghhefn8c676D
388,BG.West.170,1EcnkFUEX4Ghhefn8c676C
389,BG.West.200,1EcnkFUEX4Ghhefn8c676F
390,BG.West.201,1EcnkFUEX4Ghhefn8c676E
391,BG.West.202,1EcnkFUEX4Ghhefn8c6761
392,BG.West.230,1EcnkFUEX4Ghhefn8c6760
393,BG.West.250,1EcnkFUEX4Ghhefn8c6763
394,BG.West.270,1EcnkFUEX4Ghhefn8c6762
395,BG.West.290,1EcnkFUEX4Ghhefn8c6765
396,BG.West.300,1EcnkFUEX4Ghhefn8c6764
398,BG.West.310,1EcnkFUEX4Ghhefn8c6766
399,BG.West.320,1EcnkFUEX4Ghhefn8c676v
400,BG.West.340,1EcnkFUEX4Ghhefn8c676u
401,BG.West.350,1EcnkFUEX4Ghhefn8c676x
402,BG.West.370,1EcnkFUEX4Ghhefn8c676w
403,BG.West.380,1EcnkFUEX4Ghhefn8c676z
404,BG.West.401,1EcnkFUEX4Ghhefn8c676y
405,BG.West.410,1EcnkFUEX4Ghhefn8c676$
406,BG.West.430,1EcnkFUEX4Ghhefn8c676_
407,BG.West.500,1EcnkFUEX4Ghhefn8c676n
408,BG.West.510,1EcnkFUEX4Ghhefn8c676m
409,BG.West.520,1EcnkFUEX4Ghhefn8c676p
410,BG.West.530,1EcnkFUEX4Ghhefn8c676o
411,BG.West.540,1EcnkFUEX4Ghhefn8c676r
412,BG.West.545,1EcnkFUEX4Ghhefn8c676q
413,BG.West.550,1EcnkFUEX4Ghhefn8c676t
415,BG.West.610,1EcnkFUEX4Ghhefn8c676f
417,BG.West.630,1EcnkFUEX4Ghhefn8c676h
418,BG.West.640,1EcnkFUEX4Ghhefn8c676g
419,BG.West.650,1EcnkFUEX4Ghhefn8c676j
420,BG.West.660,1EcnkFUEX4Ghhefn8c676i
421,BG.West.670,1EcnkFUEX4Ghhefn8c676l
423,BG.West.700,1EcnkFUEX4Ghhefn8c676X
424,BG.West.710,1EcnkFUEX4Ghhefn8c676W
425,BG.West.720,1EcnkFUEX4Ghhefn8c676Z
426,BG.West.730,1EcnkFUEX4Ghhefn8c676Y
427,BG.West.740,1EcnkFUEX4Ghhefn8c676b
428,BG.West.750,1EcnkFUEX4Ghhefn8c676a
429,BG.West.760,1EcnkFUEX4Ghhefn8c676d
430,BG.West.801,1EcnkFUEX4Ghhefn8c676c
433,BG.West.804,1EcnkFUEX4Ghhefn8c671R
434,BG.West.806,1EcnkFUEX4Ghhefn8c671Q
435,BG.West.807,1EcnkFUEX4Ghhefn8c671T
436,BG.West.808,1EcnkFUEX4Ghhefn8c671S
437,BG.West.809,1EcnkFUEX4Ghhefn8c671V
438,BG.West.810,1EcnkFUEX4Ghhefn8c671U
439,BG.West.811,1EcnkFUEX4Ghhefn8c671H
440,BG.West.812,1EcnkFUEX4Ghhefn8c671G
442,BG.West.814,1EcnkFUEX4Ghhefn8c671I
443,BG.West.815,1EcnkFUEX4Ghhefn8c671L
444,BG.West.816,1EcnkFUEX4Ghhefn8c671K
445,BG.West.817,1EcnkFUEX4Ghhefn8c671N
446,BG.West.818,1EcnkFUEX4Ghhefn8c671M
447,BG.West.819,1EcnkFUEX4Ghhefn8c6719
449,BG.West.853,1EcnkFUEX4Ghhefn8c671B
450,BG.West.854,1EcnkFUEX4Ghhefn8c671A
451,BG.West.858,1EcnkFUEX4Ghhefn8c671D
452,BG.West.859,1EcnkFUEX4Ghhefn8c671C
453,BG.West.862,1EcnkFUEX4Ghhefn8c671F
454,BG.West.863,1EcnkFUEX4Ghhefn8c671E
455,BG.West.864,1EcnkFUEX4Ghhefn8c6711
457,BG.West.866,1EcnkFUEX4Ghhefn8c6713
458,BG.West.868,1EcnkFUEX4Ghhefn8c6712
459,BG.Zuid.010,1EcnkFUEX4Ghhefn8c6715
460,BG.Zuid.020,1EcnkFUEX4Ghhefn8c6714
461,BG.Zuid.030,1EcnkFUEX4Ghhefn8c6717
462,BG.Zuid.040,1EcnkFUEX4Ghhefn8c6716
463,BG.Zuid.080,1EcnkFUEX4Ghhefn8c671v
464,BG.Zuid.100,1EcnkFUEX4Ghhefn8c671u
465,BG.Zuid.110,1EcnkFUEX4Ghhefn8c671x
466,BG.Zuid.120,1EcnkFUEX4Ghhefn8c671w
467,BG.Zuid.130,1EcnkFUEX4Ghhefn8c671z
468,BG.Zuid.200,1EcnkFUEX4Ghhefn8c671y
469,BG.Zuid.300,1EcnkFUEX4Ghhefn8c671$
470,BG.Zuid.310,1EcnkFUEX4Ghhefn8c671_
471,BG.Zuid.330,1EcnkFUEX4Ghhefn8c671n
472,BG.Zuid.340,1EcnkFUEX4Ghhefn8c671m
473,BG.Zuid.350,1EcnkFUEX4Ghhefn8c671p
474,BG.Zuid.360,1EcnkFUEX4Ghhefn8c671o
475,BG.Zuid.380,1EcnkFUEX4Ghhefn8c671r
476,BG.Zuid.390,1EcnkFUEX4Ghhefn8c671q
477,BG.Zuid.400,1EcnkFUEX4Ghhefn8c671t
478,BG.Zuid.430,1EcnkFUEX4Ghhefn8c671s
479,BG.Zuid.440,1EcnkFUEX4Ghhefn8c671f
480,BG.Zuid.460,1EcnkFUEX4Ghhefn8c671e
481,BG.Zuid.480,1EcnkFUEX4Ghhefn8c671h
482,BG.Zuid.801,1EcnkFUEX4Ghhefn8c671g
483,BG.Zuid.802,1EcnkFUEX4Ghhefn8c671j
484,BG.Zuid.805,1EcnkFUEX4Ghhefn8c671i
485,BG.Zuid.806,1EcnkFUEX4Ghhefn8c671l
486,BG.Zuid.807,1EcnkFUEX4Ghhefn8c671k
487,BG.zuid.808,1EcnkFUEX4Ghhefn8c671X
488,BG.Zuid.851,1EcnkFUEX4Ghhefn8c671W
489,BG.Zuid.852,1EcnkFUEX4Ghhefn8c671Z
490,BG.Zuid.853,1EcnkFUEX4Ghhefn8c671Y
491,BG.Zuid.854,1EcnkFUEX4Ghhefn8c671b
493,BG.Zuid.901,1EcnkFUEX4Ghhefn8c671d
494,BG.Zuid.902,1EcnkFUEX4Ghhefn8c671c
495,BG.Zuid.903,1EcnkFUEX4Ghhefn8c670P
496,BG.Zuid.904,1EcnkFUEX4Ghhefn8c670O
497,BG+ west 610,1EcnkFUEX4Ghhefn8c670R
498,BG+.Mid.030,1EcnkFUEX4Ghhefn8c670Q
499,BG+.Mid.120,1EcnkFUEX4Ghhefn8c670T
502,BG+.Oost.010,1EcnkFUEX4Ghhefn8c670U
503,BG+.Oost.030,1EcnkFUEX4Ghhefn8c670H
504,BG+.Oost.040,1EcnkFUEX4Ghhefn8c670G
505,BG+.Oost.050,1EcnkFUEX4Ghhefn8c670J
506,BG+.Oost.060,1EcnkFUEX4Ghhefn8c670I
507,BG+.Oost.070,1EcnkFUEX4Ghhefn8c670L
508,BG+.Oost.080,1EcnkFUEX4Ghhefn8c670K
509,BG+.Oost.090,1EcnkFUEX4Ghhefn8c670N
510,BG+.Oost.160,1EcnkFUEX4Ghhefn8c670M
511,BG+.Oost.170,1EcnkFUEX4Ghhefn8c6709
512,BG+.Oost.180,1EcnkFUEX4Ghhefn8c6708
513,BG+.Oost.190,1EcnkFUEX4Ghhefn8c670B
514,BG+.Oost.210,1EcnkFUEX4Ghhefn8c670A
515,BG+.Oost.700,1EcnkFUEX4Ghhefn8c670D
516,BG+.Oost.710,1EcnkFUEX4Ghhefn8c670C
517,BG+.Oost.800,1EcnkFUEX4Ghhefn8c670F
518,BG+.Oost.801,1EcnkFUEX4Ghhefn8c670E
519,BG+.Oost.802,1EcnkFUEX4Ghhefn8c6701
521,BG+.Oost.810,1EcnkFUEX4Ghhefn8c6703
528,BG+.Oost.865,1EcnkFUEX4Ghhefn8c670u
530,BG+.West.290,1EcnkFUEX4Ghhefn8c670w
531,BG+.West.300,1EcnkFUEX4Ghhefn8c670z
532,BG+.West.310,1EcnkFUEX4Ghhefn8c670y
533,BG+.West.560,1EcnkFUEX4Ghhefn8c670$
534,BG+.West.570,1EcnkFUEX4Ghhefn8c670_
535,BG+.West.620,1EcnkFUEX4Ghhefn8c670n
536,BG+.West.630,1EcnkFUEX4Ghhefn8c670m
537,BG+.West.680,1EcnkFUEX4Ghhefn8c670p
538,BG+.West.814,1EcnkFUEX4Ghhefn8c670o
539,BG+.West.815,1EcnkFUEX4Ghhefn8c670r
540,BG+.West.816,1EcnkFUEX4Ghhefn8c670q
546,BG+.Zuid.100,1EcnkFUEX4Ghhefn8c670g
547,BG+.Zuid.200,1EcnkFUEX4Ghhefn8c670j
552,K1.Mid.010,1EcnkFUEX4Ghhefn8c670W
554,K1.Mid.020,1EcnkFUEX4Ghhefn8c670Y
555,K1.Mid.030,1EcnkFUEX4Ghhefn8c670b
556,K1.Mid.040,1EcnkFUEX4Ghhefn8c670a
558,K1.Mid.050,1EcnkFUEX4Ghhefn8c670c
559,K1.Mid.060,1EcnkFUEX4Ghhefn8c673P
560,K1.Mid.070,1EcnkFUEX4Ghhefn8c673O
561,K1.Mid.080,1EcnkFUEX4Ghhefn8c673R
562,K1.Mid.110,1EcnkFUEX4Ghhefn8c673Q
563,K1.Mid.130,1EcnkFUEX4Ghhefn8c673T
564,K1.Mid.140,1EcnkFUEX4Ghhefn8c673S
565,K1.Mid.801,1EcnkFUEX4Ghhefn8c673V
567,K1.Mid.804,1EcnkFUEX4Ghhefn8c673H
568,K1.Oost.010,1EcnkFUEX4Ghhefn8c673G
569,K1.Oost.020,1EcnkFUEX4Ghhefn8c673J
570,K1.Oost.050,1EcnkFUEX4Ghhefn8c673I
571,K1.Oost.070,1EcnkFUEX4Ghhefn8c673L
572,K1.Oost.090,1EcnkFUEX4Ghhefn8c673K
573,K1.Oost.110,1EcnkFUEX4Ghhefn8c673N
574,K1.Oost.150,1EcnkFUEX4Ghhefn8c673M
575,K1.Oost.170,1EcnkFUEX4Ghhefn8c6739
576,K1.Oost.210,1EcnkFUEX4Ghhefn8c6738
577,K1.Oost.220,1EcnkFUEX4Ghhefn8c673B
578,K1.Oost.230,1EcnkFUEX4Ghhefn8c673A
579,K1.Oost.240,1EcnkFUEX4Ghhefn8c673D
580,K1.Oost.241,1EcnkFUEX4Ghhefn8c673C
581,K1.Oost.250,1EcnkFUEX4Ghhefn8c673F
582,K1.Oost.251,1EcnkFUEX4Ghhefn8c673E
583,K1.Oost.330,1EcnkFUEX4Ghhefn8c6731
584,K1.Oost.340,1EcnkFUEX4Ghhefn8c6730
585,K1.Oost.350,1EcnkFUEX4Ghhefn8c6733
586,K1.Oost.360,1EcnkFUEX4Ghhefn8c6732
587,K1.Oost.370,1EcnkFUEX4Ghhefn8c6735
588,K1.Oost.380,1EcnkFUEX4Ghhefn8c6734
589,K1.Oost.381,1EcnkFUEX4Ghhefn8c6737
590,K1.Oost.390,1EcnkFUEX4Ghhefn8c6736
591,K1.Oost.400,1EcnkFUEX4Ghhefn8c673v
592,K1.Oost.420,1EcnkFUEX4Ghhefn8c673u
593,K1.Oost.440,1EcnkFUEX4Ghhefn8c673x
594,K1.Oost.510,1EcnkFUEX4Ghhefn8c673w
595,K1.Oost.530,1EcnkFUEX4Ghhefn8c673z
596,K1.Oost.540,1EcnkFUEX4Ghhefn8c673y
598,K1.Oost.560,1EcnkFUEX4Ghhefn8c673_
599,K1.Oost.700,1EcnkFUEX4Ghhefn8c673n
600,K1.Oost.710,1EcnkFUEX4Ghhefn8c673m
601,K1.Oost.720,1EcnkFUEX4Ghhefn8c673p
602,K1.Oost.730,1EcnkFUEX4Ghhefn8c673o
603,K1.Oost.740,1EcnkFUEX4Ghhefn8c673r
604,K1.Oost.760,1EcnkFUEX4Ghhefn8c673q
605,K1.Oost.801,1EcnkFUEX4Ghhefn8c673t
606,K1.Oost.803,1EcnkFUEX4Ghhefn8c673s
608,K1.Oost.805,1EcnkFUEX4Ghhefn8c673e
609,K1.Oost.806,1EcnkFUEX4Ghhefn8c673h
610,K1.Oost.807,1EcnkFUEX4Ghhefn8c673g
612,K1.Oost.852,1EcnkFUEX4Ghhefn8c673i
613,K1.Oost.853,1EcnkFUEX4Ghhefn8c673l
614,K1.Oost.854,1EcnkFUEX4Ghhefn8c673k
615,K1.Oost.855,1EcnkFUEX4Ghhefn8c673X
616,K1.Oost.859,1EcnkFUEX4Ghhefn8c673W
617,K1.West.010,1EcnkFUEX4Ghhefn8c673Z
618,K1.West.030,1EcnkFUEX4Ghhefn8c673Y
619,K1.West.080,1EcnkFUEX4Ghhefn8c673b
620,K1.West.081,1EcnkFUEX4Ghhefn8c673a
621,K1.West.090,1EcnkFUEX4Ghhefn8c673d
622,K1.West.100,1EcnkFUEX4Ghhefn8c673c
623,K1.West.110,1EcnkFUEX4Ghhefn8c672P
624,K1.West.111,1EcnkFUEX4Ghhefn8c672O
625,K1.West.120,1EcnkFUEX4Ghhefn8c672R
626,K1.West.130,1EcnkFUEX4Ghhefn8c672Q
627,K1.West.140,1EcnkFUEX4Ghhefn8c672T
628,K1.West.141,1EcnkFUEX4Ghhefn8c672S
629,K1.West.160,1EcnkFUEX4Ghhefn8c672V
630,K1.West.170,1EcnkFUEX4Ghhefn8c672U
631,K1.West.190,1EcnkFUEX4Ghhefn8c672H
632,K1.West.200,1EcnkFUEX4Ghhefn8c672G
633,K1.West.201,1EcnkFUEX4Ghhefn8c672J
634,K1.West.202,1EcnkFUEX4Ghhefn8c672I
635,K1.West.203,1EcnkFUEX4Ghhefn8c672L
636,K1.West.250,1EcnkFUEX4Ghhefn8c672K
637,K1.West.270,1EcnkFUEX4Ghhefn8c672N
638,K1.West.290,1EcnkFUEX4Ghhefn8c672M
639,K1.West.300,1EcnkFUEX4Ghhefn8c6729
640,K1.West.310,1EcnkFUEX4Ghhefn8c6728
641,K1.West.311,1EcnkFUEX4Ghhefn8c672B
642,K1.West.320,1EcnkFUEX4Ghhefn8c672A
643,K1.West.340,1EcnkFUEX4Ghhefn8c672D
644,K1.West.370,1EcnkFUEX4Ghhefn8c672C
645,K1.West.400,1EcnkFUEX4Ghhefn8c672F
646,K1.West.410,1EcnkFUEX4Ghhefn8c672E
647,K1.West.411,1EcnkFUEX4Ghhefn8c6721
648,K1.West.420,1EcnkFUEX4Ghhefn8c6720
649,K1.West.430,1EcnkFUEX4Ghhefn8c6723
650,K1.West.440,1EcnkFUEX4Ghhefn8c6722
651,K1.West.500,1EcnkFUEX4Ghhefn8c6725
652,K1.West.510,1EcnkFUEX4Ghhefn8c6724
653,K1.West.520,1EcnkFUEX4Ghhefn8c6727
654,K1.West.540,1EcnkFUEX4Ghhefn8c6726
655,K1.West.550,1EcnkFUEX4Ghhefn8c672v
656,K1.West.551,1EcnkFUEX4Ghhefn8c672u
657,K1.West.590,1EcnkFUEX4Ghhefn8c672x
658,K1.West.600,1EcnkFUEX4Ghhefn8c672w
659,K1.West.610,1EcnkFUEX4Ghhefn8c672z
660,K1.West.620,1EcnkFUEX4Ghhefn8c672y
661,K1.West.621,1EcnkFUEX4Ghhefn8c672$
662,K1.West.640,1EcnkFUEX4Ghhefn8c672_
663,K1.West.641,1EcnkFUEX4Ghhefn8c672n
664,K1.West.650,1EcnkFUEX4Ghhefn8c672m
665,K1.West.660,1EcnkFUEX4Ghhefn8c672p
666,K1.West.680,1EcnkFUEX4Ghhefn8c672o
667,K1.West.690,1EcnkFUEX4Ghhefn8c672r
668,K1.West.700,1EcnkFUEX4Ghhefn8c672q
669,K1.West.710,1EcnkFUEX4Ghhefn8c672t
670,K1.West.720,1EcnkFUEX4Ghhefn8c672s
671,K1.West.730,1EcnkFUEX4Ghhefn8c672f
672,K1.West.740,1EcnkFUEX4Ghhefn8c672e
673,K1.West.750,1EcnkFUEX4Ghhefn8c672h
674,K1.West.760,1EcnkFUEX4Ghhefn8c672g
675,K1.West.770,1EcnkFUEX4Ghhefn8c672j
676,K1.West.780,1EcnkFUEX4Ghhefn8c672i
677,K1.West.790,1EcnkFUEX4Ghhefn8c672l
678,K1.West.800,1EcnkFUEX4Ghhefn8c672k
679,K1.West.801,1EcnkFUEX4Ghhefn8c672X
680,K1.West.802,1EcnkFUEX4Ghhefn8c672W
681,K1.West.804,1EcnkFUEX4Ghhefn8c672Z
682,K1.West.806,1EcnkFUEX4Ghhefn8c672Y
683,K1.West.808,1EcnkFUEX4Ghhefn8c672b
684,K1.West.810,1EcnkFUEX4Ghhefn8c672a
685,K1.West.811,1EcnkFUEX4Ghhefn8c672d
686,K1.West.812,1EcnkFUEX4Ghhefn8c672c
687,K1.West.814,1EcnkFUEX4Ghhefn8c60zP
688,K1.West.815,1EcnkFUEX4Ghhefn8c60zO
689,K1.West.817,1EcnkFUEX4Ghhefn8c60zR
690,K1.West.852,1EcnkFUEX4Ghhefn8c60zQ
691,K1.West.854,1EcnkFUEX4Ghhefn8c60zT
692,K1.West.858,1EcnkFUEX4Ghhefn8c60zS
693,K1.West.859,1EcnkFUEX4Ghhefn8c60zV
695,K1.West.865,1EcnkFUEX4Ghhefn8c60zH
696,K1.Zuid.310,1EcnkFUEX4Ghhefn8c60zG
697,K1.Zuid.855,1EcnkFUEX4Ghhefn8c60zJ
718,805 K0 OOST,0obNPT9ljCDOCIYe6u7P5K
721,Room,0vkoD3Hxr8BftsQ0xYJYA1
722,Room,0vkoD3Hxr8BftsQ0xYJYCi
723,Room,2Ii2gSEuf73w9rigcAnim4
724,Room,2Ii2gSEuf73w9rigcAniq6
